,a2_i,a2_j,a1_i,a1_j,b2_i,b2_j,b1_i,b1_j,y1,y2
471,3.0,1.0,,,3.0,6.0,6.0,1.0,0.0,3.0
472,3.0,2.0,,,3.0,5.0,,,0.0,0.0
473,3.0,3.0,,,,,,,3.0,0.0
474,2.0,3.0,4.0,3.0,,,,,0.0,3.0
475,2.0,2.0,4.0,2.0,,,,,0.0,3.0
476,2.0,1.0,,,,,5.0,1.0,0.0,3.0
477,1.0,1.0,3.0,1.0,,,,,0.0,3.0
478,0.0,1.0,,,,,,,1.0,3.0
479,0.0,0.0,4.0,0.0,,,,,1.0,3.0
480,0.0,1.0,,,,,,,1.0,3.0
481,0.0,1.0,,,,,,,1.0,3.0
482,0.0,0.0,4.0,0.0,,,,,1.0,3.0
483,0.0,0.0,4.0,0.0,,,,,1.0,3.0
484,0.0,0.0,4.0,0.0,,,,,1.0,3.0
485,0.0,0.0,,,,,,,1.0,3.0
486,0.0,0.0,,,,,,,1.0,3.0
487,0.0,0.0,3.0,0.0,,,,,1.0,3.0
488,1.0,0.0,4.0,0.0,,,,,1.0,3.0
489,1.0,1.0,,,,,,,1.0,3.0
490,1.0,0.0,5.0,0.0,,,,,1.0,3.0
491,0.0,0.0,6.0,0.0,,,,,1.0,3.0
492,0.0,0.0,6.0,0.0,,,,,1.0,3.0
493,0.0,1.0,6.0,1.0,,,,,1.0,3.0
494,0.0,1.0,6.0,1.0,,,,,1.0,3.0
495,1.0,1.0,,,,,,,0.0,3.0
496,2.0,1.0,,,,,,,0.0,3.0
497,3.0,1.0,,,,,,,1.0,3.0
498,4.0,1.0,4.0,1.0,,,,,1.0,3.0
499,5.0,1.0,,,,,5.0,4.0,1.0,3.0
500,4.0,1.0,,,,,,,1.0,3.0
501,4.0,0.0,4.0,0.0,,,,,1.0,3.0
502,4.0,1.0,,,,,,,0.0,3.0
503,4.0,0.0,2.0,0.0,,,,,1.0,3.0
504,4.0,1.0,,,,,,,1.0,3.0
505,4.0,0.0,1.0,0.0,,,,,1.0,3.0
506,4.0,0.0,0.0,0.0,,,,,1.0,3.0
507,4.0,0.0,,,,,,,1.0,3.0
508,3.0,0.0,,,,,,,1.0,3.0
509,4.0,0.0,,,,,,,1.0,3.0
510,4.0,1.0,0.0,1.0,,,,,1.0,3.0
511,3.0,1.0,,,,,,,1.0,3.0
512,3.0,2.0,0.0,2.0,,,,,1.0,3.0
513,4.0,2.0,,,,,,,1.0,3.0
514,4.0,1.0,,,,,,,1.0,3.0
515,5.0,1.0,,,,,5.0,5.0,1.0,3.0
516,5.0,0.0,,,,,5.0,6.0,1.0,3.0
517,4.0,0.0,,,,,,,1.0,3.0
518,3.0,0.0,,,,,,,1.0,0.0
519,2.0,0.0,,,,,,,1.0,0.0
520,1.0,0.0,1.0,5.0,,,,,1.0,0.0
521,2.0,0.0,,,,,,,1.0,1.0
522,2.0,0.0,,,,,,,1.0,1.0
523,3.0,0.0,,,,,,,1.0,1.0
524,4.0,0.0,,,,,4.0,6.0,1.0,1.0
525,4.0,1.0,,,,,,,1.0,1.0
526,3.0,1.0,,,,,,,1.0,1.0
527,3.0,0.0,,,,,,,1.0,1.0
528,2.0,0.0,,,,,,,1.0,1.0
529,1.0,0.0,,,1.0,1.0,,,0.0,1.0
530,2.0,0.0,,,,,,,1.0,1.0
531,3.0,0.0,,,,,,,1.0,1.0
532,4.0,0.0,,,,,,,1.0,1.0
533,4.0,1.0,,,,,,,1.0,1.0
534,4.0,2.0,,,,,,,1.0,0.0
535,4.0,1.0,,,,,,,1.0,1.0
536,3.0,1.0,,,3.0,4.0,,,0.0,1.0
537,4.0,1.0,,,4.0,4.0,,,1.0,1.0
538,3.0,1.0,,,,,,,1.0,1.0
539,4.0,1.0,,,4.0,4.0,,,1.0,2.0
540,4.0,2.0,,,,,,,2.0,2.0
541,4.0,1.0,,,,,,,2.0,2.0
542,5.0,1.0,,,5.0,4.0,,,2.0,2.0
543,5.0,0.0,,,,,,,2.0,2.0
544,5.0,0.0,,,,,1.0,0.0,2.0,2.0
545,5.0,0.0,,,5.0,4.0,,,2.0,2.0
546,4.0,0.0,,,,,,,2.0,2.0
547,4.0,1.0,,,,,,,2.0,2.0
548,4.0,2.0,,,,,,,2.0,2.0
549,4.0,3.0,,,,,,,2.0,2.0
550,4.0,4.0,,,,,,,2.0,1.0
551,5.0,4.0,,,,,,,2.0,1.0
552,5.0,5.0,2.0,5.0,5.0,3.0,,,2.0,2.0
553,6.0,5.0,,,,,,,3.0,1.0
554,6.0,5.0,,,6.0,2.0,,,3.0,1.0
555,6.0,6.0,,,6.0,3.0,,,3.0,3.0
556,6.0,6.0,,,6.0,2.0,,,3.0,3.0
557,6.0,5.0,,,6.0,2.0,,,3.0,3.0
558,6.0,5.0,,,6.0,3.0,0.0,5.0,3.0,3.0
559,6.0,4.0,,,6.0,4.0,,,1.0,3.0
560,6.0,4.0,,,6.0,3.0,1.0,4.0,3.0,3.0
561,6.0,3.0,,,6.0,3.0,,,1.0,3.0
562,6.0,2.0,3.0,2.0,6.0,4.0,,,1.0,3.0
563,6.0,1.0,,,6.0,4.0,,,1.0,3.0
564,6.0,1.0,,,,,,,1.0,3.0
565,6.0,1.0,,,6.0,4.0,,,1.0,3.0
566,6.0,1.0,,,,,,,1.0,3.0
567,6.0,0.0,6.0,2.0,,,,,1.0,3.0
568,6.0,0.0,6.0,3.0,,,,,1.0,3.0
569,6.0,0.0,6.0,3.0,,,,,1.0,3.0
570,6.0,0.0,,,,,,,1.0,3.0
571,6.0,1.0,,,,,,,1.0,3.0
572,5.0,1.0,5.0,3.0,,,,,2.0,3.0
573,5.0,0.0,5.0,4.0,,,,,2.0,3.0
574,5.0,0.0,5.0,3.0,5.0,6.0,,,1.0,3.0
575,6.0,0.0,6.0,3.0,,,,,1.0,3.0
576,6.0,0.0,,,,,,,1.0,3.0
577,6.0,0.0,,,,,,,1.0,3.0
578,6.0,1.0,,,,,0.0,1.0,3.0,3.0
579,5.0,1.0,,,,,,,2.0,3.0
580,6.0,1.0,,,,,,,1.0,3.0
581,5.0,1.0,,,,,,,2.0,2.0
582,5.0,2.0,2.0,2.0,,,,,2.0,3.0
583,5.0,3.0,2.0,3.0,,,2.0,3.0,2.0,3.0
584,4.0,3.0,,,2.0,3.0,,,2.0,1.0
585,4.0,2.0,,,,,,,2.0,0.0
586,5.0,2.0,,,1.0,2.0,,,2.0,1.0
587,6.0,2.0,,,0.0,2.0,3.0,2.0,3.0,1.0
588,5.0,2.0,,,,,2.0,2.0,2.0,0.0
589,4.0,2.0,,,,,,,2.0,0.0
590,5.0,2.0,5.0,3.0,,,,,2.0,0.0
591,6.0,2.0,,,,,,,3.0,3.0
592,6.0,3.0,,,,,,,3.0,3.0
593,5.0,3.0,,,1.0,3.0,,,3.0,0.0
594,4.0,3.0,3.0,3.0,,,,,3.0,0.0
595,3.0,3.0,2.0,3.0,1.0,3.0,,,0.0,0.0
596,4.0,3.0,,,0.0,3.0,,,3.0,0.0
597,4.0,2.0,,,0.0,2.0,,,0.0,0.0
598,3.0,2.0,3.0,3.0,0.0,2.0,,,0.0,0.0
599,3.0,1.0,,,,,4.0,1.0,0.0,0.0
600,3.0,2.0,4.0,2.0,,,4.0,2.0,0.0,0.0
601,3.0,3.0,,,0.0,3.0,,,0.0,0.0
602,3.0,4.0,,,,,,,3.0,0.0
603,3.0,5.0,,,,,,,3.0,0.0
604,3.0,4.0,,,,,3.0,3.0,3.0,0.0
605,3.0,3.0,,,0.0,3.0,3.0,4.0,1.0,0.0
606,4.0,3.0,,,,,4.0,4.0,1.0,0.0
607,5.0,3.0,5.0,0.0,,,4.0,3.0,2.0,3.0
608,5.0,2.0,5.0,1.0,,,,,2.0,3.0
609,4.0,2.0,4.0,1.0,,,4.0,3.0,1.0,3.0
610,4.0,1.0,5.0,1.0,,,,,1.0,3.0
611,4.0,2.0,,,,,3.0,2.0,2.0,3.0
612,5.0,2.0,,,,,,,2.0,3.0
613,5.0,3.0,,,,,,,2.0,3.0
614,4.0,3.0,,,,,,,2.0,3.0
615,3.0,3.0,,,,,,,3.0,3.0
616,3.0,4.0,,,,,,,3.0,3.0
617,2.0,4.0,,,,,,,3.0,0.0
618,2.0,5.0,,,,,,,3.0,0.0
619,3.0,5.0,,,,,,,3.0,0.0
620,3.0,4.0,,,,,3.0,2.0,3.0,0.0
621,3.0,5.0,,,,,3.0,1.0,3.0,0.0
622,2.0,5.0,,,,,,,3.0,0.0
623,1.0,5.0,,,,,,,3.0,0.0
624,1.0,6.0,,,,,,,3.0,0.0
625,1.0,6.0,,,,,,,3.0,0.0
626,2.0,6.0,,,,,,,3.0,0.0
627,2.0,6.0,,,2.0,4.0,,,3.0,0.0
628,3.0,6.0,,,,,3.0,2.0,3.0,0.0
629,3.0,5.0,,,3.0,3.0,3.0,3.0,3.0,0.0
630,3.0,4.0,5.0,4.0,,,3.0,4.0,3.0,1.0
631,3.0,5.0,,,3.0,3.0,3.0,5.0,3.0,0.0
632,3.0,6.0,,,,,3.0,4.0,3.0,1.0
633,3.0,5.0,5.0,5.0,3.0,3.0,,,3.0,1.0
634,2.0,5.0,6.0,5.0,,,,,3.0,1.0
635,3.0,5.0,6.0,5.0,3.0,3.0,3.0,3.0,3.0,0.0
636,3.0,6.0,,,,,3.0,4.0,3.0,0.0
637,3.0,5.0,,,,,,,3.0,0.0
638,4.0,5.0,,,,,,,3.0,0.0
639,4.0,4.0,6.0,4.0,,,,,2.0,0.0
640,4.0,3.0,,,2.0,3.0,,,2.0,0.0
641,4.0,2.0,,,,,0.0,2.0,2.0,0.0
642,5.0,2.0,,,,,,,2.0,0.0
643,6.0,2.0,,,,,0.0,2.0,3.0,1.0
644,5.0,2.0,5.0,4.0,,,,,2.0,3.0
645,4.0,2.0,4.0,4.0,4.0,6.0,,,2.0,3.0
646,5.0,2.0,,,,,,,2.0,3.0
647,6.0,2.0,,,,,,,1.0,3.0
648,5.0,2.0,,,5.0,6.0,,,2.0,3.0
649,6.0,2.0,6.0,4.0,,,,,1.0,3.0
650,6.0,1.0,6.0,4.0,,,,,1.0,3.0
651,6.0,1.0,,,,,,,1.0,3.0
652,5.0,1.0,5.0,3.0,,,,,1.0,3.0
653,5.0,0.0,5.0,4.0,,,,,1.0,3.0
654,4.0,0.0,,,,,,,1.0,1.0
655,5.0,0.0,,,,,,,1.0,2.0
656,6.0,0.0,,,,,,,1.0,1.0
657,6.0,0.0,,,,,,,1.0,1.0
658,5.0,0.0,,,5.0,2.0,,,1.0,1.0
659,5.0,0.0,,,,,,,1.0,1.0
660,6.0,0.0,,,,,,,1.0,1.0
661,6.0,1.0,,,,,,,1.0,1.0
662,5.0,1.0,,,,,,,1.0,1.0
663,5.0,0.0,,,,,,,1.0,1.0
664,4.0,0.0,,,,,,,1.0,1.0
665,4.0,1.0,,,,,,,1.0,1.0
666,4.0,0.0,,,4.0,3.0,,,1.0,1.0
667,4.0,0.0,,,,,,,1.0,1.0
668,5.0,0.0,,,,,,,1.0,1.0
669,5.0,0.0,,,,,,,2.0,1.0
670,5.0,1.0,,,,,,,2.0,1.0
671,5.0,2.0,,,,,,,2.0,1.0
672,5.0,3.0,,,,,,,2.0,1.0
673,5.0,2.0,,,,,,,2.0,1.0
674,5.0,1.0,,,5.0,0.0,,,2.0,1.0
675,6.0,1.0,,,,,,,1.0,1.0
676,5.0,1.0,,,5.0,1.0,0.0,1.0,2.0,1.0
677,4.0,1.0,,,4.0,1.0,,,2.0,1.0
678,5.0,1.0,,,,,,,2.0,1.0
679,5.0,0.0,,,5.0,0.0,,,2.0,1.0
680,5.0,1.0,,,,,0.0,1.0,2.0,1.0
681,5.0,0.0,,,6.0,0.0,0.0,0.0,2.0,2.0
682,5.0,1.0,,,,,,,2.0,2.0
683,4.0,1.0,,,,,0.0,1.0,2.0,1.0
684,4.0,0.0,,,4.0,0.0,0.0,0.0,2.0,1.0
685,4.0,0.0,,,5.0,0.0,0.0,0.0,2.0,1.0
686,4.0,0.0,,,4.0,0.0,,,2.0,1.0
687,4.0,1.0,,,4.0,0.0,1.0,1.0,2.0,1.0
688,4.0,2.0,,,4.0,0.0,,,2.0,1.0
689,5.0,2.0,,,,,2.0,2.0,2.0,1.0
690,4.0,2.0,,,,,,,2.0,1.0
691,5.0,2.0,,,,,,,2.0,1.0
692,6.0,2.0,,,,,,,1.0,1.0
693,6.0,2.0,,,,,,,1.0,1.0
694,6.0,3.0,3.0,3.0,,,,,3.0,1.0
695,6.0,3.0,,,,,3.0,3.0,3.0,1.0
696,6.0,3.0,,,,,2.0,3.0,3.0,1.0
697,6.0,2.0,3.0,2.0,,,,,1.0,1.0
698,6.0,2.0,,,,,,,1.0,1.0
699,6.0,2.0,3.0,2.0,,,,,1.0,1.0
700,6.0,3.0,,,,,,,1.0,1.0
701,6.0,3.0,,,,,,,1.0,1.0
702,6.0,3.0,5.0,3.0,,,0.0,3.0,3.0,1.0
703,5.0,3.0,5.0,2.0,,,,,2.0,0.0
704,5.0,4.0,5.0,1.0,,,,,2.0,0.0
705,4.0,4.0,4.0,1.0,,,,,2.0,0.0
706,4.0,5.0,4.0,0.0,4.0,1.0,0.0,5.0,2.0,3.0
707,4.0,6.0,,,,,,,2.0,2.0
708,4.0,6.0,,,,,,,2.0,2.0
709,4.0,6.0,,,,,,,2.0,2.0
710,4.0,6.0,,,,,,,2.0,2.0
711,4.0,6.0,,,,,,,2.0,2.0
712,3.0,6.0,3.0,3.0,,,,,3.0,1.0
713,2.0,6.0,,,,,2.0,6.0,3.0,1.0
714,2.0,6.0,,,,,2.0,6.0,3.0,1.0
715,1.0,6.0,,,,,,,3.0,1.0
716,1.0,6.0,,,,,,,0.0,2.0
717,1.0,6.0,,,,,,,3.0,2.0
718,0.0,6.0,,,,,,,3.0,1.0
719,0.0,5.0,,,,,,,3.0,3.0
720,1.0,5.0,,,,,,,3.0,2.0
721,1.0,6.0,,,,,1.0,4.0,3.0,2.0
722,1.0,5.0,,,,,1.0,5.0,3.0,2.0
723,1.0,6.0,,,,,,,3.0,2.0
724,1.0,5.0,,,,,1.0,5.0,3.0,1.0
725,0.0,5.0,,,,,2.0,5.0,3.0,1.0
726,0.0,6.0,,,,,,,3.0,3.0
727,1.0,6.0,,,,,,,3.0,2.0
728,1.0,5.0,,,,,,,3.0,3.0
729,0.0,5.0,,,,,,,3.0,3.0
730,0.0,4.0,,,,,,,3.0,1.0
731,1.0,4.0,,,,,,,0.0,1.0
732,2.0,4.0,,,,,,,3.0,3.0
733,2.0,3.0,,,,,,,3.0,3.0
734,2.0,4.0,,,,,,,3.0,3.0
735,2.0,5.0,,,,,,,3.0,0.0
736,3.0,5.0,,,,,,,3.0,0.0
737,2.0,5.0,,,,,,,3.0,0.0
738,1.0,5.0,,,,,,,3.0,3.0
739,1.0,4.0,,,,,,,3.0,3.0
740,2.0,4.0,,,,,,,3.0,0.0
741,1.0,4.0,,,,,,,3.0,0.0
742,0.0,4.0,,,,,,,3.0,3.0
743,0.0,3.0,,,,,,,3.0,3.0
744,0.0,3.0,,,,,,,3.0,3.0
745,0.0,2.0,,,3.0,2.0,,,3.0,3.0
746,0.0,2.0,,,,,,,3.0,3.0
747,0.0,2.0,,,,,,,3.0,3.0
748,0.0,3.0,,,,,,,3.0,3.0
749,1.0,3.0,,,,,,,3.0,0.0
750,1.0,4.0,,,2.0,4.0,,,3.0,0.0
751,0.0,4.0,,,,,,,3.0,3.0
752,1.0,4.0,,,,,1.0,0.0,3.0,0.0
753,2.0,4.0,,,2.0,5.0,,,3.0,0.0
754,2.0,5.0,,,2.0,4.0,,,3.0,0.0
755,1.0,5.0,,,2.0,5.0,1.0,0.0,3.0,0.0
756,1.0,4.0,,,,,1.0,1.0,3.0,0.0
757,2.0,4.0,,,2.0,5.0,2.0,1.0,3.0,0.0
758,3.0,4.0,,,2.0,4.0,,,3.0,0.0
759,4.0,4.0,,,,,,,2.0,0.0
760,4.0,3.0,,,,,,,2.0,0.0
761,4.0,2.0,6.0,2.0,,,,,2.0,0.0
762,4.0,1.0,,,,,,,2.0,0.0
763,4.0,2.0,6.0,2.0,,,,,3.0,0.0
764,4.0,3.0,,,,,,,3.0,0.0
765,5.0,3.0,,,,,,,2.0,0.0
766,5.0,2.0,,,,,,,2.0,3.0
767,6.0,2.0,6.0,1.0,,,,,3.0,3.0
768,5.0,2.0,6.0,2.0,,,,,3.0,3.0
769,5.0,3.0,5.0,2.0,4.0,3.0,,,3.0,3.0
770,5.0,2.0,5.0,1.0,5.0,3.0,,,3.0,3.0
771,6.0,2.0,,,5.0,2.0,,,3.0,3.0
772,6.0,2.0,,,4.0,2.0,,,3.0,3.0
773,6.0,2.0,,,3.0,2.0,,,3.0,3.0
774,6.0,3.0,,,,,,,3.0,3.0
775,5.0,3.0,,,,,5.0,1.0,3.0,1.0
776,5.0,4.0,,,,,,,3.0,1.0
777,4.0,4.0,,,4.0,1.0,,,3.0,1.0
778,5.0,4.0,,,5.0,1.0,,,3.0,2.0
779,4.0,4.0,,,,,,,3.0,2.0
780,3.0,4.0,,,,,,,3.0,2.0
781,3.0,3.0,,,,,,,3.0,2.0
782,2.0,3.0,2.0,0.0,5.0,3.0,,,3.0,3.0
783,1.0,3.0,,,4.0,3.0,,,3.0,3.0
784,1.0,2.0,2.0,2.0,4.0,2.0,,,0.0,2.0
785,1.0,1.0,2.0,1.0,,,5.0,1.0,0.0,3.0
786,1.0,2.0,1.0,1.0,,,,,0.0,3.0
787,2.0,2.0,,,,,,,0.0,3.0
788,3.0,2.0,,,,,,,3.0,3.0
789,3.0,1.0,,,3.0,4.0,,,3.0,3.0
790,3.0,0.0,2.0,0.0,3.0,3.0,5.0,0.0,0.0,3.0
791,3.0,1.0,,,,,,,0.0,3.0
792,4.0,1.0,,,,,,,0.0,3.0
793,5.0,1.0,,,,,,,3.0,3.0
794,6.0,1.0,,,,,,,3.0,3.0
795,5.0,1.0,,,2.0,1.0,5.0,1.0,3.0,0.0
796,4.0,1.0,,,,,,,3.0,0.0
797,3.0,1.0,,,,,,,0.0,0.0
798,2.0,1.0,,,,,6.0,1.0,0.0,0.0
799,3.0,1.0,,,,,6.0,1.0,0.0,0.0
800,2.0,1.0,,,,,6.0,1.0,0.0,0.0
801,2.0,0.0,3.0,0.0,1.0,0.0,,,0.0,0.0
802,1.0,0.0,2.0,0.0,1.0,0.0,,,0.0,0.0
803,1.0,0.0,2.0,0.0,1.0,1.0,,,0.0,3.0
804,0.0,0.0,3.0,0.0,,,,,1.0,3.0
805,0.0,1.0,,,3.0,1.0,5.0,1.0,3.0,3.0
806,0.0,1.0,,,,,6.0,1.0,3.0,3.0
807,0.0,2.0,,,,,6.0,2.0,3.0,1.0
808,1.0,2.0,,,,,5.0,2.0,0.0,2.0
809,0.0,2.0,,,,,,,3.0,3.0
810,0.0,3.0,,,,,,,3.0,3.0
811,0.0,4.0,,,,,,,3.0,3.0
812,0.0,5.0,,,,,,,3.0,3.0
813,0.0,4.0,,,,,,,3.0,3.0
814,0.0,4.0,,,,,,,3.0,3.0
815,1.0,4.0,,,,,,,3.0,2.0
816,2.0,4.0,,,,,,,3.0,2.0
817,2.0,3.0,,,,,,,3.0,2.0
818,2.0,2.0,3.0,2.0,6.0,2.0,,,3.0,2.0
819,2.0,3.0,3.0,3.0,,,,,3.0,2.0
820,3.0,3.0,3.0,2.0,,,,,3.0,2.0
821,4.0,3.0,4.0,2.0,,,4.0,1.0,3.0,2.0
822,3.0,3.0,3.0,2.0,,,,,3.0,2.0
823,3.0,4.0,3.0,1.0,,,,,3.0,2.0
824,3.0,3.0,,,3.0,1.0,5.0,3.0,0.0,0.0
825,4.0,3.0,4.0,0.0,4.0,1.0,,,3.0,3.0
826,5.0,3.0,,,,,5.0,1.0,3.0,2.0
827,5.0,4.0,,,,,,,3.0,2.0
828,5.0,5.0,,,,,,,3.0,2.0
829,6.0,5.0,,,,,,,3.0,3.0
830,5.0,5.0,,,,,5.0,0.0,3.0,2.0
831,6.0,5.0,,,,,6.0,0.0,3.0,1.0
832,6.0,5.0,,,,,,,3.0,3.0
833,6.0,5.0,,,,,,,3.0,3.0
834,6.0,5.0,,,,,,,3.0,3.0
835,6.0,6.0,,,,,,,3.0,3.0
836,6.0,5.0,,,6.0,3.0,,,3.0,3.0
837,6.0,4.0,,,6.0,2.0,,,3.0,3.0
838,6.0,4.0,,,6.0,2.0,,,3.0,3.0
839,6.0,3.0,,,6.0,1.0,,,3.0,3.0
840,5.0,3.0,,,,,,,3.0,2.0
841,4.0,3.0,0.0,3.0,,,,,3.0,2.0
842,5.0,3.0,,,5.0,1.0,,,2.0,2.0
843,5.0,4.0,,,,,,,2.0,2.0
844,5.0,3.0,,,,,,,2.0,2.0
845,4.0,3.0,0.0,3.0,,,,,2.0,1.0
846,4.0,4.0,,,,,,,2.0,2.0
847,5.0,4.0,,,,,,,2.0,1.0
848,5.0,5.0,,,,,,,2.0,1.0
849,4.0,5.0,,,,,,,2.0,1.0
850,5.0,5.0,1.0,5.0,,,,,2.0,1.0
851,6.0,5.0,0.0,5.0,,,,,3.0,1.0
852,6.0,6.0,,,,,,,3.0,1.0
853,6.0,6.0,,,,,,,3.0,1.0
854,6.0,6.0,,,,,,,3.0,1.0
855,6.0,6.0,,,,,,,3.0,1.0
856,6.0,6.0,,,,,,,3.0,1.0
857,6.0,5.0,,,,,,,3.0,1.0
858,6.0,4.0,,,,,,,3.0,1.0
859,6.0,4.0,,,,,,,3.0,1.0
860,6.0,3.0,,,,,0.0,3.0,3.0,1.0
861,6.0,4.0,,,,,,,3.0,1.0
862,6.0,4.0,,,,,,,3.0,1.0
863,5.0,4.0,,,,,,,2.0,1.0
864,5.0,5.0,,,,,,,2.0,1.0
865,5.0,6.0,3.0,6.0,,,,,2.0,1.0
866,5.0,6.0,3.0,6.0,,,,,3.0,1.0
867,5.0,5.0,,,,,,,2.0,1.0
868,6.0,5.0,,,,,,,3.0,1.0
869,5.0,5.0,4.0,5.0,,,,,2.0,1.0
870,5.0,4.0,,,,,,,2.0,1.0
871,5.0,3.0,,,,,,,2.0,1.0
872,5.0,4.0,,,,,,,3.0,1.0
873,5.0,5.0,,,,,,,3.0,1.0
874,5.0,4.0,,,5.0,1.0,,,3.0,2.0
875,5.0,3.0,,,,,,,2.0,2.0
876,4.0,3.0,,,,,,,3.0,2.0
877,5.0,3.0,,,,,,,2.0,2.0
878,4.0,3.0,,,,,,,2.0,2.0
879,3.0,3.0,,,,,,,2.0,2.0
880,3.0,4.0,,,,,,,3.0,2.0
881,3.0,5.0,,,,,,,3.0,2.0
882,3.0,4.0,,,,,,,3.0,2.0
883,4.0,4.0,,,4.0,1.0,,,3.0,2.0
884,4.0,3.0,,,,,,,2.0,2.0
885,4.0,2.0,0.0,2.0,,,,,2.0,2.0
886,3.0,2.0,0.0,2.0,,,,,2.0,1.0
887,3.0,3.0,,,,,,,3.0,1.0
888,3.0,2.0,2.0,2.0,,,,,2.0,1.0
889,4.0,2.0,1.0,2.0,,,,,2.0,1.0
890,5.0,2.0,,,,,0.0,2.0,2.0,1.0
891,5.0,1.0,,,,,,,2.0,2.0
892,5.0,0.0,1.0,0.0,2.0,0.0,,,2.0,2.0
893,4.0,0.0,1.0,0.0,,,,,2.0,3.0
894,4.0,1.0,,,3.0,1.0,1.0,1.0,2.0,2.0
895,4.0,0.0,,,4.0,1.0,,,2.0,2.0
896,3.0,0.0,,,,,,,2.0,2.0
897,3.0,0.0,,,,,,,2.0,2.0
898,3.0,1.0,,,,,,,2.0,2.0
899,3.0,2.0,,,,,0.0,2.0,2.0,2.0
900,4.0,2.0,,,,,,,2.0,2.0
901,4.0,1.0,,,,,,,2.0,2.0
902,5.0,1.0,,,5.0,5.0,,,2.0,2.0
903,5.0,0.0,,,,,,,2.0,2.0
904,5.0,0.0,,,5.0,5.0,,,2.0,2.0
905,6.0,0.0,,,,,,,1.0,3.0
906,5.0,0.0,,,,,,,2.0,3.0
907,4.0,0.0,,,,,,,1.0,3.0
908,4.0,1.0,,,,,,,1.0,3.0
909,3.0,1.0,,,,,,,1.0,3.0
910,4.0,1.0,,,,,,,1.0,3.0
911,4.0,2.0,,,,,,,2.0,3.0
912,3.0,2.0,,,,,2.0,2.0,2.0,3.0
913,3.0,1.0,3.0,4.0,,,2.0,1.0,2.0,3.0
914,2.0,1.0,,,,,2.0,2.0,1.0,3.0
915,2.0,0.0,,,,,,,1.0,3.0
916,2.0,1.0,,,,,,,1.0,3.0
917,2.0,0.0,,,,,,,1.0,0.0
918,1.0,0.0,,,,,,,0.0,0.0
919,2.0,0.0,,,,,,,1.0,0.0
920,2.0,0.0,,,,,,,1.0,0.0
921,1.0,0.0,,,,,,,1.0,0.0
922,0.0,0.0,,,0.0,5.0,,,1.0,3.0
923,0.0,1.0,,,0.0,6.0,,,3.0,3.0
924,0.0,0.0,,,0.0,6.0,4.0,0.0,3.0,3.0
925,0.0,0.0,,,0.0,6.0,3.0,0.0,3.0,3.0
926,0.0,1.0,,,,,,,3.0,3.0
927,0.0,2.0,,,,,,,3.0,3.0
928,0.0,3.0,,,,,,,3.0,1.0
929,0.0,3.0,,,0.0,4.0,,,3.0,3.0
930,0.0,3.0,,,0.0,3.0,,,3.0,1.0
931,0.0,3.0,,,0.0,3.0,,,3.0,1.0
932,1.0,3.0,,,0.0,3.0,1.0,0.0,3.0,0.0
933,1.0,4.0,3.0,4.0,,,,,3.0,0.0
934,0.0,4.0,2.0,4.0,0.0,2.0,,,3.0,1.0
935,1.0,4.0,3.0,4.0,,,,,3.0,0.0
936,2.0,4.0,2.0,4.0,,,,,3.0,0.0
937,3.0,4.0,1.0,4.0,,,3.0,0.0,3.0,1.0
938,2.0,4.0,,,,,,,3.0,1.0
939,2.0,3.0,,,,,2.0,0.0,3.0,1.0
940,3.0,3.0,,,,,,,3.0,1.0
941,4.0,3.0,,,1.0,3.0,,,3.0,1.0
942,3.0,3.0,,,2.0,3.0,,,3.0,1.0
943,3.0,2.0,,,,,,,2.0,1.0
944,3.0,1.0,3.0,5.0,,,,,2.0,1.0
945,3.0,0.0,3.0,4.0,,,0.0,0.0,2.0,1.0
946,2.0,0.0,2.0,4.0,,,0.0,0.0,2.0,1.0
947,2.0,0.0,2.0,3.0,,,,,2.0,2.0
948,3.0,0.0,,,,,,,2.0,2.0
949,3.0,0.0,,,3.0,3.0,,,2.0,2.0
950,4.0,0.0,,,,,,,2.0,2.0
951,4.0,1.0,,,4.0,4.0,0.0,1.0,2.0,2.0
952,4.0,0.0,,,,,,,2.0,2.0
953,4.0,1.0,,,,,0.0,1.0,2.0,2.0
954,4.0,2.0,,,,,,,2.0,2.0
955,3.0,2.0,3.0,2.0,,,,,2.0,2.0
956,3.0,1.0,,,,,,,2.0,2.0
957,2.0,1.0,2.0,3.0,,,,,2.0,2.0
958,2.0,2.0,,,,,,,3.0,2.0
959,2.0,1.0,2.0,3.0,,,0.0,1.0,2.0,2.0
960,1.0,1.0,1.0,3.0,,,,,3.0,2.0
961,1.0,2.0,,,6.0,2.0,,,3.0,2.0
962,1.0,1.0,,,,,1.0,0.0,3.0,2.0
963,2.0,1.0,,,5.0,1.0,2.0,0.0,3.0,2.0
964,3.0,1.0,,,,,,,3.0,2.0
965,2.0,1.0,2.0,3.0,,,2.0,0.0,3.0,1.0
966,2.0,2.0,2.0,2.0,,,2.0,1.0,3.0,2.0
967,3.0,2.0,3.0,2.0,,,,,2.0,1.0
968,3.0,3.0,3.0,1.0,,,,,3.0,1.0
969,4.0,3.0,4.0,1.0,4.0,0.0,,,2.0,1.0
970,3.0,3.0,,,,,,,3.0,0.0
971,2.0,3.0,,,,,,,3.0,0.0
972,1.0,3.0,,,,,,,3.0,3.0
